,text,state,date,star,hp_data
322,This product is very bad and lg servicing also bad this model fridge copresser problem,"Certified Buyer, Tuni","Jun, 2022",2,"LG 240 L Frost Free Double Door 3 Star Convertible Refrigerator with Smart Inverter  (Dazzle Steel, GL-S292RDSX)"
323,Not Good,"Certified Buyer, New Delhi","May, 2022",2,"LG 240 L Frost Free Double Door 3 Star Convertible Refrigerator with Smart Inverter  (Dazzle Steel, GL-S292RDSX)"
324,In freezer less space. Cooling is not good.,"Certified Buyer, New Delhi","Apr, 2022",2,"LG 240 L Frost Free Double Door 3 Star Convertible Refrigerator with Smart Inverter  (Dazzle Steel, GL-S292RDSX)"
325,Osm,"Certified Buyer, Hoshangabad","Jan, 2022",2,"LG 240 L Frost Free Double Door 3 Star Convertible Refrigerator with Smart Inverter  (Dazzle Steel, GL-S292RDSX)"
326,I am not happy,"Certified Buyer, Raichur","Nov, 2021",2,"LG 240 L Frost Free Double Door 3 Star Convertible Refrigerator with Smart Inverter  (Dazzle Steel, GL-S292RDSX)"
327,This product than vaivrat when very low voltage..so not perfect.if I want away from product. May be destroy thier Moter,"Certified Buyer, Bareilly","Oct, 2021",2,"LG 240 L Frost Free Double Door 3 Star Convertible Refrigerator with Smart Inverter  (Dazzle Steel, GL-S292RDSX)"
328,"Overall Fridge is good but our fridge has lound popping and tapping(something falling sound )noise is comming from it, just after 7 days of delivery","Certified Buyer, Koipady","Aug, 2021",2,"LG 240 L Frost Free Double Door 3 Star Convertible Refrigerator with Smart Inverter  (Dazzle Steel, GL-S292RDSX)"
329,Excellent,"Certified Buyer, Chennai","Jul, 2021",2,"LG 240 L Frost Free Double Door 3 Star Convertible Refrigerator with Smart Inverter  (Dazzle Steel, GL-S292RDSX)"
330,Getting heavy sound after every one hour. I know that refrigerator will make sound some times. But this one getting huge sound,"Certified Buyer, Hyderabad","Jul, 2021",2,"LG 240 L Frost Free Double Door 3 Star Convertible Refrigerator with Smart Inverter  (Dazzle Steel, GL-S292RDSX)"
331,Bad quality.i am not happy.,"Certified Buyer, Mysore District","Jun, 2021",2,"LG 240 L Frost Free Double Door 3 Star Convertible Refrigerator with Smart Inverter  (Dazzle Steel, GL-S292RDSX)"
332,Some problems in comparison,"Certified Buyer, Mumbai","Apr, 2021",2,"LG 240 L Frost Free Double Door 3 Star Convertible Refrigerator with Smart Inverter  (Dazzle Steel, GL-S292RDSX)"
333,"Delivered Product on Time 27/07/2021
Demonstration was not bad , the guy was in hurry but we are okay for that

Performance Wise (4days Experiment 2/08/2021)
Product Lg 260L Double Door Refrigirator
With Smart Invertor and Smart Diagnostic Option is good
Cooling Very Good
Frost free Option is Working
Door Cooling Option is working

untill now Did not Noticed Any Cons
Definitely Will right if faced any cons in future

Any thanks Flipkart and LG","Certified Buyer, Thenhippalam","Aug, 2021",3,"LG 240 L Frost Free Double Door 3 Star Convertible Refrigerator with Smart Inverter  (Dazzle Steel, GL-S292RDSX)"
334,"Once in 7 or 8 hrs a horrible noise is coming from back side. In night time is horrible.
Remaining all good","Certified Buyer, Ranga Reddy","Jul, 2021",3,"LG 240 L Frost Free Double Door 3 Star Convertible Refrigerator with Smart Inverter  (Dazzle Steel, GL-S292RDSX)"
335,"The fridge came with a minor defect might have happened during delivery, otherwise it's working","Certified Buyer, Kachchh District",28 days ago,3,"LG 240 L Frost Free Double Door 3 Star Convertible Refrigerator with Smart Inverter  (Dazzle Steel, GL-S292RDSX)"
336,Overall good but there is no possibility of changing Side racks inside fridge,"Certified Buyer, Narasapur","Jun, 2023",3,"LG 240 L Frost Free Double Door 3 Star Convertible Refrigerator with Smart Inverter  (Dazzle Steel, GL-S292RDSX)"
337,"There is no separate tray for keeping milk, which is available in all other models. No additional slot to adjust the tray height. We don't need additional tray, but slot should be provided to move the tray to increase the height. Unable to insert water bottle in bottom door slot since it is very lean. No lights when you open freezer door. All display of temperature adjustment are inside the fridge.","Certified Buyer, Chennai","Apr, 2021",3,"LG 240 L Frost Free Double Door 3 Star Convertible Refrigerator with Smart Inverter  (Dazzle Steel, GL-S292RDSX)"
338,"Im writing the review after 1month.
Looks like the fridge is little small than usual fridge. When we use convertible option the upper part is not that much get cooled by machine.
One very big disappointment with this fridge is when its turn off automatically that time it make loud and mechanical sound. I dont know is this is acceptable scenario or my machine has a diffect?","Certified Buyer, Pune","Jun, 2021",3,"LG 240 L Frost Free Double Door 3 Star Convertible Refrigerator with Smart Inverter  (Dazzle Steel, GL-S292RDSX)"
339,"Nice product, but not on time delivery","Certified Buyer, Bengaluru","Oct, 2022",3,"LG 240 L Frost Free Double Door 3 Star Convertible Refrigerator with Smart Inverter  (Dazzle Steel, GL-S292RDSX)"
340,It' is good product but only one is not good there is no light in freezer,"Certified Buyer, Lohaghat","Jul, 2023",3,"LG 240 L Frost Free Double Door 3 Star Convertible Refrigerator with Smart Inverter  (Dazzle Steel, GL-S292RDSX)"
341,It's okay colour is danger in one scratch so painful,"Certified Buyer, Krishna District","Jul, 2023",3,"LG 240 L Frost Free Double Door 3 Star Convertible Refrigerator with Smart Inverter  (Dazzle Steel, GL-S292RDSX)"
342,No light in upper,"Certified Buyer, Murshidabad District","Jul, 2023",3,"LG 240 L Frost Free Double Door 3 Star Convertible Refrigerator with Smart Inverter  (Dazzle Steel, GL-S292RDSX)"
343,Money for valu,"Certified Buyer, Ludhiana","Jun, 2023",3,"LG 240 L Frost Free Double Door 3 Star Convertible Refrigerator with Smart Inverter  (Dazzle Steel, GL-S292RDSX)"
344,It's name's know already it's a LG but some time it's difficult to store water bottle and some other things which is only 2section 3rd lower section of door side is not in use so other wise it's very good freeze and well store capacity but the thing is small thing u Putin door side is not possible so u use roufe so go with Samsung others wise it's good...👍,"Certified Buyer, Nagpur","Jun, 2023",3,"LG 240 L Frost Free Double Door 3 Star Convertible Refrigerator with Smart Inverter  (Dazzle Steel, GL-S292RDSX)"
345,Good !nice performance,"Certified Buyer, Biswanath Chariali","Jun, 2023",3,"LG 240 L Frost Free Double Door 3 Star Convertible Refrigerator with Smart Inverter  (Dazzle Steel, GL-S292RDSX)"
346,Okay,"Certified Buyer, Sonamukhi",4 days ago,3,"LG 240 L Frost Free Double Door 3 Star Convertible Refrigerator with Smart Inverter  (Dazzle Steel, GL-S292RDSX)"
347,This refrigerator is worst pls don't buy this refrigerator and lg service is pathetic. Compressor is not working after 1 month and lg is not replacing or refunding so don't buy this,"Certified Buyer, Ghaziabad","Dec, 2021",1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
348,"Freezer space is too big, this makes alot of space useless. Poor design. You will have very less space in refrigerator area.","Certified Buyer, Bengaluru",1 month ago,1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
349,"Ordered time showed as exchange value is more after visiting the home 20% of working condition as offered
this is one type of Cheating/Buffing the customers","Certified Buyer, Sri Potti Sriramulu Nellore District",2 months ago,1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
350,when i got delivery last 7 days it's not cooling,"Certified Buyer, Chamarajanagar",2 months ago,1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
351,Very worst experience with flikart purchese,"Certified Buyer, Gurugram",3 months ago,1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
352,Doesn't cool the freezer after a while. Really bad product,"Certified Buyer, Kozhikode",4 months ago,1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
353,"Refrigerator compressor giving some dangerous noise in frequent intervals. Some current is passing at the back side of the refrigerator, giving some shocks. Don't buy it because there is no helpline or service related issue resolving mechanism. Feed back giving after three years usage.","Certified Buyer, Achampet",4 months ago,1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
354,"Very third class product given by Flipkart, since order I am facing problem, after delivery 1 st service took place after 6 month were motherboard issue detected by engineer, after that thermal issue, now again I am facing thermal issue
Now it's a hight of patients that I am not receiving the service also from Flipkart while I having extended warranty as well
Seriously Flipkart is now getting worst day by day
After sales if their is no service then I request Flipkart to close their online ...
READ MORE","Certified Buyer, Mira Bhayandar",4 months ago,1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
355,Very bed,"Certified Buyer, Nalgonda",4 months ago,1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
356,Within two years I'm facing faulty fan motor and PCB. Warranty is of one year only,"Certified Buyer, Hyderabad",4 months ago,1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
357,Very disappointed,"Certified Buyer, Batika",4 months ago,1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
358,The body of the refergarator is damaged. I have requested for return or replacement and I am not getting either of it from flipkart. This issue is going on for 15 days now and no result.,"Certified Buyer, Balaghat District",5 months ago,1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
359,No Door cooling and exchange value is too much low as they given that will not deducted....it's a not recommended...,"Certified Buyer, Palamaner",6 months ago,1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
360,"The shiny surface is scratch magnet, slightest of things can put a scratch mark on it.","Certified Buyer, Pune",6 months ago,1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
361,I was purchased one month 15days. Refregirator not working till 5days. Technicians not response. I was calling LG customers care. But service center so many time. But problem was not solved till now. Weste of money.,"Certified Buyer, Haveri District",8 months ago,1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
362,After one year of purchasing the lg refrigerator getting bad chemicals smell and that is effective for health of all family members are facing health issues.,"Certified Buyer, Jagtial District",9 months ago,1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
363,"Worst product in Flipkart, Don't buy any electronic products from Flipkart.","Certified Buyer, Nandgaon",10 months ago,1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
364,In 2 years it got bad 3 times..worst,"Certified Buyer, Kalyan",11 months ago,1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
365,Worst product after 1 warranty both compartment fan not working panel issue worst model from LG,"Certified Buyer, Bhilai",11 months ago,1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
366,Very bad,"Certified Buyer, Batala",11 months ago,1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
367,Don't Buy this product I am buy this and no one help me to return last 15 day i am complaining product damaged not working but Flipkart say call Lg and Lg says call Flipkart.... Thank you Flipkart for this with Plus member,"Certified Buyer, Kanpur Nagar District","Aug, 2023",1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
368,Overall product delivery and performance is too poor,"Certified Buyer, Faizabad","Jun, 2023",1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
369,"It has been 2 years since I bought this item and now it's not working. It is showing multiple problems at the same time and the technician is unable to find what exactly the problem is.
Think twice before buying this product.","Certified Buyer, Kollam","Jun, 2023",1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
370,Bad product,"Certified Buyer, Anandapur","Mar, 2023",1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
371,Not good,"Certified Buyer, Bahraich","Mar, 2023",1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
372,Not as per expectation and Star rating was completed in 2022,"Certified Buyer, Ahmedabad","Mar, 2023",1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
373,Fridge is working well but code for ott subscription is pathetic I tried multiple times previously but it shows invalid coupon code I thought it was technical error so tried more ofter some time but still same result that's why I gave 1 star.,"Certified Buyer, Prayagraj","Jan, 2023",1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
374,Facing cooling issue within 12 days of use. LG technician said there is compressor issue. Need to repair it. It's been not a month and faced this issue. I think there is no guarantee of LG products.,"Certified Buyer, Bengaluru","Jan, 2023",1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
375,Some noise is disturbing,"Certified Buyer, Visakhapatnam District","Jan, 2023",1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
376,Total waste,"Certified Buyer, Salem","Jan, 2023",1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
377,Very bad product 😞,"Certified Buyer, Chunar","Nov, 2022",1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
378,Stopped working in 10 days. Faulty products on flipkart.,"Certified Buyer, Amravati","Oct, 2022",1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
379,Very very nice,"Certified Buyer, Zirakpur","Oct, 2022",1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
380,With in 1 year 6 Months 2 times repaired the de fridge.,"Certified Buyer, Khammam","Oct, 2022",1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
381,"I would recommend to not to buy this product at all this the worst product, this product seriously having issue will appear in few months.... I have very bad experience with product and it's been more then three month entire LG team is not able to resolve the issue firdge making so much noise save your money not to buy this product at all....","Certified Buyer, New Delhi","Oct, 2022",1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
382,Don't buy this refrigerator poor quality and it's not working and no-one lg customer service it's very poor,"Certified Buyer, Kanakapura","Aug, 2022",1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
383,Unsatisfactory.,"Certified Buyer, Bengaluru","Jul, 2022",1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
384,Don't purchase it,"Certified Buyer, Puri District","Jul, 2022",1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
385,Very low cooling even water bottles are not cooling after 5 hours,"Certified Buyer, Jhunjhunun District","Jun, 2022",1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
386,Door is not closing properly you have to close forcefully,"Certified Buyer, Muzaffarpur","Jun, 2022",1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
387,Keypad worst brand,"Certified Buyer, Sri Potti Sriramulu Nellore District","May, 2022",1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
388,Not good product,"Certified Buyer, Alwar District","May, 2022",1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
389,"Flipkart is not at all supporting for return policy, as asking for exchange for next higher version. Before placing order pls double confirm order and latter it is impossible to change.


For product performance, i ll give review after few months of usage.","Certified Buyer, Hyderabad","Apr, 2022",1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
390,It has taken more time for cooling...average item,"Certified Buyer, Sri Potti Sriramulu Nellore District","Apr, 2022",1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
391,Getting sound in freezer,"Certified Buyer, Bengaluru","Mar, 2022",1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
392,Good service But not continue smart,"Certified Buyer, Chhibramau","Dec, 2021",1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
393,"Started making weird sound after 2 days of delivery.

Still having issues after getting it done by authorised service.

Water leaking sound comes every time when door is opened.

Biggest waste of 25,000 I ever spent in my Life.","Certified Buyer, Karimnagar","Nov, 2021",1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
394,"Horrible fridge and noising compressor
Don’t buy","Certified Buyer, Mumbai","Nov, 2021",1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
395,"Damage product, dent in body.
Service of flipcart vary poor.","Certified Buyer, Bokaro","Sep, 2021",1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
396,"Bigger Brand makes bigger sound just like anything fallen from top.Not expected atleast from LG.
Cooling & storage ok for 260 ltr but two main problems are sound comes from fridge & there is no light in upper section which are major drawbacks.
I am going to complain about of this to LG.
Flipkart delivered on time and it's business overs there.","Certified Buyer, Mumbai","Aug, 2021",1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
397,"Big sounds are coming from compressors,my request do not buy this model,go another model.","Certified Buyer, Hyderabad","Aug, 2021",1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
398,"Don't go for it. It's making dangerous noise in between.
Cooling and all is ok...","Certified Buyer, Nannambra","Jul, 2021",1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
399,There is a problem with product compriser complaint for noise sounds issues.,"Certified Buyer, Vijayawada","Jul, 2021",1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
400,"Only 1 rack can be used to keep water bottles. Rest racks are designed in such a way, they don't serve much purpose due to very small size of the racks, can't even store 500ml water bottles, only 250ml water bottles can be stored!!!

Cooling water is the main purpose of a fridge, and it fails miserably in this regard. In the entire 260 ltr capacity, just 5 bottles can be kept!!!!","Certified Buyer, Hardoi","Jul, 2021",1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
401,It's really good product and the ice tray functionality is good (no need to take out ice by own just turn and all ice comes in second tray at once soo easy and quick). The overall product is functioning good as of now since we are using this since last 2 weeks now,"Certified Buyer, South District","Jul, 2021",1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
402,Very good product go for it,"Certified Buyer, Sayan","Jun, 2021",1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
403,"I received a lot of defective issues in the freeze, sometimes the very loud sound comes from the freezer, cooling like a cupboard, i have complaint 2 time to LG customer care but service is very slow, After 15 days couldn't solve the issue and still running, Do not purchase this product, i am tired if you want to tired go ahead","Certified Buyer, Rajkot","Jun, 2021",1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
404,It is ok. But some sound is coming from inside like an ice cube falling sound..worst 👎👎👎,"Certified Buyer, Gadwal","Jun, 2021",1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
405,"This fridge is looks narrow,","Certified Buyer, Hyderabad","May, 2021",1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
406,"Don't buy this product, because it's coming big big sounds automatically,when the time of running it.Daily coming.","Certified Buyer, Hyderabad","May, 2021",1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
407,Waste to purchase not satisfied,"Certified Buyer, Hanuman Junction","Apr, 2021",1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
408,Faulty refrigerator.,"Certified Buyer, Bankura","Jul, 2020",1,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
409,"Money wasted 10Day repairs Iam not happy
LG protect very very bad","Certified Buyer, Cheranmadevi","Jun, 2022",2,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
410,"Freezer have no lights..
Back side not productive
No space for non veg items","Certified Buyer, Thoothukkudi",3 months ago,2,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
411,Very bed,"Certified Buyer, Khardah",9 months ago,2,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
412,Now i m using this for 7 months Color are fade off from side part and Few portion I don't expect from LG product,"Certified Buyer, Dhuilya",9 months ago,2,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
413,Waste,"Certified Buyer, Sonipat",10 months ago,2,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
414,"Design is not good ,freezer space is very bigger, use less
Bottle space is small","Certified Buyer, New Delhi",10 months ago,2,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
415,Bad,"Certified Buyer, Kollam",10 months ago,2,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
416,Average quality....,"Certified Buyer, Mancherial District","Jul, 2023",2,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
417,Worked perfectly for 11 month after issue came . Door cooling is not that useful go for convertible I regret buying this model,"Certified Buyer, Tirupati","Jul, 2023",2,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
418,"With in one month compresser spoiled and it is replaced by 1week.
How the Flipkart is blindly selling such a low quality LG products.","Certified Buyer, Krishna District","Jun, 2023",2,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
419,"Extremely Dissatisfied with the LG Refrigerator - Malfunctioning Within Six Months
Last fiveday to waiting for resloution ten year warrenty compressor not weorking -compaint no -RNP 230513084588
Review:
I am writing this review to express my extreme disappointment and frustration with the LG refrigerator that I purchased six months ago. It has been nothing but a headache since the day it arrived in my home.

To begin with, the refrigerator started exhibiting problems shortly after the initial...
READ MORE","Certified Buyer, Ahmedabad","May, 2023",2,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
420,product is nice but installation service are very bad and slow,"Certified Buyer, Dahod District","Feb, 2023",2,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
421,"They show the product is having door cooling option but they deliver the product with out this door cooling feature..this is how they cheat you.this refrigerator doesn't have door cooling option , so don't buy this.","Certified Buyer, Kurnool","Jan, 2023",2,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
422,This product is very bad and lg servicing also bad this model fridge copresser problem,"Certified Buyer, Tuni","Jun, 2022",2,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
423,Not Good,"Certified Buyer, New Delhi","May, 2022",2,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
424,In freezer less space. Cooling is not good.,"Certified Buyer, New Delhi","Apr, 2022",2,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
425,Osm,"Certified Buyer, Hoshangabad","Jan, 2022",2,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
426,I am not happy,"Certified Buyer, Raichur","Nov, 2021",2,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
427,This product than vaivrat when very low voltage..so not perfect.if I want away from product. May be destroy thier Moter,"Certified Buyer, Bareilly","Oct, 2021",2,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
428,"Overall Fridge is good but our fridge has lound popping and tapping(something falling sound )noise is comming from it, just after 7 days of delivery","Certified Buyer, Koipady","Aug, 2021",2,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
429,Excellent,"Certified Buyer, Chennai","Jul, 2021",2,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
430,Getting heavy sound after every one hour. I know that refrigerator will make sound some times. But this one getting huge sound,"Certified Buyer, Hyderabad","Jul, 2021",2,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
431,Bad quality.i am not happy.,"Certified Buyer, Mysore District","Jun, 2021",2,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
432,Some problems in comparison,"Certified Buyer, Mumbai","Apr, 2021",2,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
433,"Delivered Product on Time 27/07/2021
Demonstration was not bad , the guy was in hurry but we are okay for that

Performance Wise (4days Experiment 2/08/2021)
Product Lg 260L Double Door Refrigirator
With Smart Invertor and Smart Diagnostic Option is good
Cooling Very Good
Frost free Option is Working
Door Cooling Option is working

untill now Did not Noticed Any Cons
Definitely Will right if faced any cons in future

Any thanks Flipkart and LG","Certified Buyer, Thenhippalam","Aug, 2021",3,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
434,"Once in 7 or 8 hrs a horrible noise is coming from back side. In night time is horrible.
Remaining all good","Certified Buyer, Ranga Reddy","Jul, 2021",3,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
435,"The fridge came with a minor defect might have happened during delivery, otherwise it's working","Certified Buyer, Kachchh District",28 days ago,3,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
436,Overall good but there is no possibility of changing Side racks inside fridge,"Certified Buyer, Narasapur","Jun, 2023",3,"LG 242 L Frost Free Double Door 3 Star Refrigerator with Smart Inverter  (Shiny Steel, GL-I292RPZX)"
