,text,star,hp_data,city,transformed_date,product_num,state
81,Nice,3,LG 80 cm HD Ready LED Smart WebOS TV,Kakinada,"Aug, 2024",32LM563BPTC,Kakinada
82,"TV outdoor is not good quality
Your using very cheap quality fiber or plastic",3,LG 80 cm HD Ready LED Smart WebOS TV,Nellore,"Aug, 2024",32LM563BPTC,Nellore
83,Because Magic remote is not included,3,LG 80 cm HD Ready LED Smart WebOS TV,Palghar District,"Aug, 2024",32LM563BPTC,Palghar District
84,Picture quality not good,3,LG 80 cm HD Ready LED Smart WebOS TV,Baleshwar District,"Aug, 2024",32LM563BPTC,Baleshwar District
85,Great,3,LG 80 cm HD Ready LED Smart WebOS TV,Budni,"Jul, 2024",32LM563BPTC,Budni
86,Qality are very good .,3,LG 80 cm HD Ready LED Smart WebOS TV,Garal,"Jul, 2024",32LM563BPTC,Garal
87,Very nice,3,LG 80 cm HD Ready LED Smart WebOS TV,Ghaziabad,"Jun, 2024",32LM563BPTC,Ghaziabad
88,Good,3,LG 80 cm HD Ready LED Smart WebOS TV,Nandigama,"Jun, 2024",32LM563BPTC,Nandigama
89,Picture Quality Average,3,LG 80 cm HD Ready LED Smart WebOS TV,Hyderabad,"Jun, 2024",32LM563BPTC,Hyderabad
90,Average,3,LG 80 cm HD Ready LED Smart WebOS TV,Bengaluru,"May, 2024",32LM563BPTC,Bengaluru
91,Good,3,LG 80 cm HD Ready LED Smart WebOS TV,Raigarh District,"May, 2024",32LM563BPTC,Raigarh District
92,Super,3,LG 80 cm HD Ready LED Smart WebOS TV,Ramanagara District,"Apr, 2024",32LM563BPTC,Ramanagara District
93,Good television,3,LG 80 cm HD Ready LED Smart WebOS TV,Jehanabad,"Apr, 2024",32LM563BPTC,Jehanabad
94,Samsung is better than this,3,LG 80 cm HD Ready LED Smart WebOS TV,Nasrigagnj,"Apr, 2024",32LM563BPTC,Nasrigagnj
95,Nice,3,LG 80 cm HD Ready LED Smart WebOS TV,Medikonduru,"Mar, 2024",32LM563BPTC,Medikonduru
96,uses more power/electricity,3,LG 80 cm HD Ready LED Smart WebOS TV,New Delhi,"Mar, 2024",32LM563BPTC,New Delhi
97,Internet connectivity issue.,3,LG 80 cm HD Ready LED Smart WebOS TV,Paradeep,"Mar, 2024",32LM563BPTC,Paradeep
98,Good,3,LG 80 cm HD Ready LED Smart WebOS TV,Chengalpattu District,"Feb, 2024",32LM563BPTC,Chengalpattu District
99,Ok,3,LG 80 cm HD Ready LED Smart WebOS TV,Ysr District,"Feb, 2024",32LM563BPTC,Ysr District
100,"USB port is working very slow.
It's smart in name only. It works like a normal TV.
working very slow.",3,LG 80 cm HD Ready LED Smart WebOS TV,Bhagalpur District,"Nov, 2023",32LM563BPTC,Bhagalpur District
101,Product is good but installation process is not completed by LG or any technician,3,LG 80 cm HD Ready LED Smart WebOS TV,Prakasam District,"Nov, 2023",32LM563BPTC,Prakasam District
102,Good picture quality.. but not best am not satisfied.acer qled is better then this.,3,LG 80 cm HD Ready LED Smart WebOS TV,Sahatwar,"Oct, 2023",32LM563BPTC,Sahatwar
103,Need more options for audio output so that home theatre system can be easily setting....,3,LG 80 cm HD Ready LED Smart WebOS TV,Debagarh,"Oct, 2023",32LM563BPTC,Debagarh
104,Value for money,4,LG 80 cm HD Ready LED Smart WebOS TV,East Godavari District,"Oct, 2023",32LM563BPTC,East Godavari District
105,"After 1 month research, i purchased nice tv 32 inch lg 2023 update tv, don't go to local brand extra 2000 also go to brand it's one time investment to 5vtob10 yrs but plss give lg magic remote to all AI tv",4,LG 80 cm HD Ready LED Smart WebOS TV,Bangalore,"Jan, 2024",32LM563BPTC,Bangalore
106,Picture quality and mode were up to the mark as per price justified except remote,4,LG 80 cm HD Ready LED Smart WebOS TV,Jalor,"Oct, 2023",32LM563BPTC,Jalor
107,Tv is nice but installation process was toomuch of late,4,LG 80 cm HD Ready LED Smart WebOS TV,Sri Potti Sriramulu Nellore District,"Nov, 2023",32LM563BPTC,Sri Potti Sriramulu Nellore District
108,Money burget,4,LG 80 cm HD Ready LED Smart WebOS TV,Tadpatri,"Nov, 2023",32LM563BPTC,Tadpatri
109,Very Good tv satisfied,4,LG 80 cm HD Ready LED Smart WebOS TV,Visakhapatnam,"Jun, 2024",32LM563BPTC,Visakhapatnam
110,I like the tv it's is to good as compare to TV of Mi Android Smart TV the sound quality of the product is too good you can't imagine without purchase.,4,LG 80 cm HD Ready LED Smart WebOS TV,Mumbai,"Apr, 2024",32LM563BPTC,Mumbai
111,OK good,4,LG 80 cm HD Ready LED Smart WebOS TV,Khammam,"Feb, 2024",32LM563BPTC,Khammam
112,"Compared with others brands at same features, LG little bit expensive.",4,LG 80 cm HD Ready LED Smart WebOS TV,Uttara Kannada District,"Feb, 2024",32LM563BPTC,Uttara Kannada District
113,Super product value for money,4,LG 80 cm HD Ready LED Smart WebOS TV,Ernakulam,"Feb, 2024",32LM563BPTC,Ernakulam
114,Good product,4,LG 80 cm HD Ready LED Smart WebOS TV,Salur,"Jan, 2024",32LM563BPTC,Salur
115,"I brought a LG tv 32 inch, and the next day service man came and installed it. I am satisfied for this tv.Picture quality and sound quality is good, LG company is trusted brand. Thank you Flipkart for providing this good smart TV.",4,LG 80 cm HD Ready LED Smart WebOS TV,Golaghat,"Nov, 2023",32LM563BPTC,Golaghat
116,Nice product wonderful,4,LG 80 cm HD Ready LED Smart WebOS TV,Vellore District,"Oct, 2023",32LM563BPTC,Vellore District
117,Missing smart voice command remote,4,LG 80 cm HD Ready LED Smart WebOS TV,Junagadh,"Oct, 2023",32LM563BPTC,Junagadh
118,Good picture quality.... Delivery and installation fast thanks Flipkart,4,LG 80 cm HD Ready LED Smart WebOS TV,Bharatpur District,"Oct, 2023",32LM563BPTC,Bharatpur District
119,I like lg tv because it value for money and its performance compare to other different tv.new model 2023.I like it.,4,LG 80 cm HD Ready LED Smart WebOS TV,Patharberia,"Nov, 2023",32LM563BPTC,Patharberia
120,"As the device is not 4k the picture quality is okay, Sound quality is so good and I am impressed with Operating system it was so easy to understand and it's so familiar to connectivity very easy to access from mobile",4,LG 80 cm HD Ready LED Smart WebOS TV,Bengaluru,"Jun, 2024",32LM563BPTC,Bengaluru
121,I have used this product experience was good but I was also expecting voice remote with this tv but that was not there otherwise this is Value of money go for it,4,LG 80 cm HD Ready LED Smart WebOS TV,New Delhi,"Jun, 2024",32LM563BPTC,New Delhi
122,Ok super,4,LG 80 cm HD Ready LED Smart WebOS TV,Chennai,"Jun, 2024",32LM563BPTC,Chennai
123,All good,4,LG 80 cm HD Ready LED Smart WebOS TV,Kovvur,"Jun, 2024",32LM563BPTC,Kovvur
124,Picture quality is very good.,4,LG 80 cm HD Ready LED Smart WebOS TV,Raigarh,"Jun, 2024",32LM563BPTC,Raigarh
125,Just Awesome..,4,LG 80 cm HD Ready LED Smart WebOS TV,Hugli District,"Jun, 2024",32LM563BPTC,Hugli District
126,Great product..... super delivery 🚚 by Flipkart.,4,LG 80 cm HD Ready LED Smart WebOS TV,Siwan District,"May, 2024",32LM563BPTC,Siwan District
127,Good 👍,4,LG 80 cm HD Ready LED Smart WebOS TV,Gaura Kala,"May, 2024",32LM563BPTC,Gaura Kala
128,Absolutely good product,4,LG 80 cm HD Ready LED Smart WebOS TV,Bankura,"May, 2024",32LM563BPTC,Bankura
129,Super tv in budget.,4,LG 80 cm HD Ready LED Smart WebOS TV,Dasanaickenpatti,"May, 2024",32LM563BPTC,Dasanaickenpatti
130,Good,4,LG 80 cm HD Ready LED Smart WebOS TV,Chakia,"May, 2024",32LM563BPTC,Chakia
131,Good value for money product,4,LG 80 cm HD Ready LED Smart WebOS TV,Chandigarh,"May, 2024",32LM563BPTC,Chandigarh
132,"Sometimes the screen will not work properly..
It automatically cropped the display. so need to turn off and turn on the TV then it works properly..
Other than that, all of the specifications are good.",4,LG 80 cm HD Ready LED Smart WebOS TV,Uthiramerur,"May, 2024",32LM563BPTC,Uthiramerur
133,Nice excellent,4,LG 80 cm HD Ready LED Smart WebOS TV,Agra,"May, 2024",32LM563BPTC,Agra
134,Over all good . For midrange tv,4,LG 80 cm HD Ready LED Smart WebOS TV,Baidyabati,"Apr, 2024",32LM563BPTC,Baidyabati
135,Good product.,4,LG 80 cm HD Ready LED Smart WebOS TV,Dakshin Rajyadharpur,"Apr, 2024",32LM563BPTC,Dakshin Rajyadharpur
136,Very Nice,4,LG 80 cm HD Ready LED Smart WebOS TV,New Delhi,"Apr, 2024",32LM563BPTC,New Delhi
137,This is good but picture sone not good,4,LG 80 cm HD Ready LED Smart WebOS TV,Chittoor District,"Apr, 2024",32LM563BPTC,Chittoor District
138,Nice product,4,LG 80 cm HD Ready LED Smart WebOS TV,Badgam,"Apr, 2024",32LM563BPTC,Badgam
139,Good 👍,4,LG 80 cm HD Ready LED Smart WebOS TV,Kodur,"Apr, 2024",32LM563BPTC,Kodur
140,Nice product after using 1month write this review,4,LG 80 cm HD Ready LED Smart WebOS TV,Bengaluru,"Apr, 2024",32LM563BPTC,Bengaluru
141,Superb,4,LG 80 cm HD Ready LED Smart WebOS TV,Thiruvananthapuram,"Apr, 2024",32LM563BPTC,Thiruvananthapuram
142,Nice,4,LG 80 cm HD Ready LED Smart WebOS TV,Piro,"Apr, 2024",32LM563BPTC,Piro
143,Good product. value for money. But display should have enhanced,4,LG 80 cm HD Ready LED Smart WebOS TV,Nellikuppam,"Apr, 2024",32LM563BPTC,Nellikuppam
144,Good product,4,LG 80 cm HD Ready LED Smart WebOS TV,East Godavari,"Apr, 2024",32LM563BPTC,East Godavari
145,Good,4,LG 80 cm HD Ready LED Smart WebOS TV,Chirala,"Apr, 2024",32LM563BPTC,Chirala
146,Good product and value for money.,4,LG 80 cm HD Ready LED Smart WebOS TV,Chennai,"Apr, 2024",32LM563BPTC,Chennai
147,very Good product,4,LG 80 cm HD Ready LED Smart WebOS TV,Sholapur,"Apr, 2024",32LM563BPTC,Sholapur
148,Overall good,4,LG 80 cm HD Ready LED Smart WebOS TV,Mayurbhanj District,"Apr, 2024",32LM563BPTC,Mayurbhanj District
149,Super,4,LG 80 cm HD Ready LED Smart WebOS TV,Bidar,"Apr, 2024",32LM563BPTC,Bidar
150,LG is best product.,4,LG 80 cm HD Ready LED Smart WebOS TV,Sultanpur District,"Apr, 2024",32LM563BPTC,Sultanpur District
151,Jj,4,LG 80 cm HD Ready LED Smart WebOS TV,Kamalapuram Karimnagar District,"Apr, 2024",32LM563BPTC,Kamalapuram Karimnagar District
152,Very Nice 👌👌👌,4,LG 80 cm HD Ready LED Smart WebOS TV,Tiruvannamalai District,"Mar, 2024",32LM563BPTC,Tiruvannamalai District
153,Very good 😊,2,LG 80 cm HD Ready LED Smart WebOS TV,Kalyan,"Mar, 2024",32LM563BPTC,Kalyan
154,Very nice with low price,4,LG 80 cm HD Ready LED Smart WebOS TV,Varanasi,"Mar, 2024",32LM563BPTC,Varanasi
155,Very nice tv and value for money,4,LG 80 cm HD Ready LED Smart WebOS TV,Kotpad,"Mar, 2024",32LM563BPTC,Kotpad
156,Value for money,4,LG 80 cm HD Ready LED Smart WebOS TV,Hyderabad,"Feb, 2024",32LM563BPTC,Hyderabad
157,Nice product but limited apps supports cant use any vpn software,4,LG 80 cm HD Ready LED Smart WebOS TV,Mandi District,"Feb, 2024",32LM563BPTC,Mandi District
158,Not bad compete with same features available too,4,LG 80 cm HD Ready LED Smart WebOS TV,Piduguralla,"Feb, 2024",32LM563BPTC,Piduguralla
159,Colour quality good,4,LG 80 cm HD Ready LED Smart WebOS TV,Wardha,"Jan, 2024",32LM563BPTC,Wardha
160,"Price slightly high..
Overall satisfied",4,LG 80 cm HD Ready LED Smart WebOS TV,Khardaha,"Jan, 2024",32LM563BPTC,Khardaha
161,Nice but connectivity issues,4,LG 80 cm HD Ready LED Smart WebOS TV,Jabalpur,"Jan, 2024",32LM563BPTC,Jabalpur
162,"Good product
LG always trusted
Good connectivity
Good sound
Picture quality is very good
Ease of operation
Value for money
Above Rating gives as after usage of 2 months",4,LG 80 cm HD Ready LED Smart WebOS TV,Bengaluru,"Jan, 2024",32LM563BPTC,Bengaluru
163,Best product from LG brand.,4,LG 80 cm HD Ready LED Smart WebOS TV,Afzalpur,"Jan, 2024",32LM563BPTC,Afzalpur
164,Very nice picture quality and sound. Installation process is so fast,4,LG 80 cm HD Ready LED Smart WebOS TV,Haldia,"Jan, 2024",32LM563BPTC,Haldia
165,"Picture quality is very bad.. bright ness is more.. color is very dim, thinking LG is good , brought this. But not satisfied..",1,"LG 80 cm HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability",Bangalore,"Nov, 2023",32LQ643BPTA,Bangalore
166,"Within 15 days we got a problem, small black dots are seen on the screen, very bad experience,",1,"LG 80 cm HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability",Mangalagiri,"Aug, 2024",32LQ643BPTA,Mangalagiri
167,"Very bad, stand is not flexible, stand is not doing moment",1,"LG 80 cm HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability",Jewar,"Aug, 2024",32LQ643BPTA,Jewar
168,"Still we are waiting for installation but the technician saying if you buy a wall mount we will install otherwise we will fix the back panel which is support for wallmount
Very bad behaviour of technician please 🙏 don't buy this 😑",1,"LG 80 cm HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability",Nizamabad District,"Aug, 2024",32LQ643BPTA,Nizamabad District
169,Worst brand,1,"LG 80 cm HD Ready LED Smart WebOS TV with Alpha75 AI Processor Gen5, Refresh Rate: 60 hertz, Magic remote capability",Bhiwandi,"Jul, 2024",32LQ643BPTA,Bhiwandi
