,title,text,transformed_date,star,product_num,hp_data
74,"Farji, thirdclass","Third class ,farji ,brand k chakkar m Mt pdna ,akdm bekar h","Jun, 2024",1,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
75,BEST LG TV BUT YOUTUBE NOT OPEN SOME TIME,Best Performance Quality Hd,"Sep, 2023",3,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
76,Faulty TV delivered,Bad experience by this TV seller. LG brand and its TV is ok but I think seller did something wrong with this TV before selling it. Serious trust issue not on LG but on Seller.,"May, 2024",1,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
77,Na,Na,"Jul, 2024",1,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
78,Good 👍,Good one with good price,"Aug, 2023",3,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
79,Waste of money,More power consumption and not installing apps,"Jun, 2024",1,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
80,Tv,Ok,"Sep, 2023",3,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
81,Delivery experience is very poor,"There is no doubt that the product is good if you are a technical person. Faced many problems after ordering this TV. And the result was that we had to suffer for the delivery. There was a mistake in the delivery mobile number when ordered in place
And also not received free installation benefits from both brand LG and Amazon","Apr, 2024",1,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
82,Screen failed with in 3 monts,Actually LG is good produc but I don't know why screen has failed with in 3 monts. I have waranty so they repaired at free of cost . Now it is working fine.,"Oct, 2023",2,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
83,"Video quality very poor, remote operating very poor","Play Video
Video quality is not good please no one buy","Jun, 2024",1,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
84,Display issue,"After the 10 days display changed into some black dots.
And everyday it was spreading..","Jun, 2024",1,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
85,Defective product,"Don't buy
It worked for few months and from 13th month problem appeared.
Initially lines on display, had a quesscare third party additional warranty and get it rectified.
Now again tv is not working.
Some fluid coming out of power button.","Apr, 2024",1,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
86,Worst Product,"Really disappointed, one of the very worst product from LG. I’m thinking Chinese brand TV display better than this LG TV. Never expected this product from LG not worth for even 1 star rating.","May, 2024",1,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
87,Performance is not satisfactory,"Video quality is not as mentioned, it's mentioned as vivid quality but not giving even as normal quality, and if u use tv continuously for atleast 30 mins it's blinking and coming back to normal position. And when we start the tv the colour is also into pink shade. And after sometime it's coming to normal position if we re start the tv, this is the problem we are facing.","May, 2023",2,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
88,Average,Sound quality is average and picture quality is also average,"May, 2023",3,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
89,Bad Quality,Led Processor is very slow and starts getting patches on screen in 1 year of use. It takes a lot of time to load apps. Voice is not so clear. Very bad quality product.,"Apr, 2024",1,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
90,Average performance,So so item and average performance. No wall mounting supplied with the item. Extra 500 charged by the installation team for wall mounting.,"Mar, 2023",3,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
91,BEE rated 1 star TV,"It’s a single star BEE Energy rated TV which is not mentioned by amazon . However, it serves the purpose of daily medium usage for my parents.","Jan, 2023",3,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
92,Average,There is no space to fit pendrive. Iam totally disappointed,"Dec, 2023",2,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
93,Think before purchasing,This product is 2020 lot and I have purchased in March 2022. All of sudden yesterday 23rd August 2023 this line problem arrived . We were enjoying chandrayaan Landing and this lines on screen. Lg service centre visiting charges Rs 1000 🤔🤔,"Aug, 2023",2,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
94,Sound,"Play Video
Daily minimum 5 or 6 times stoping sound","Jun, 2024",1,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
95,Poor Item,"TV video is not coming, return pick up delayed. But delivery agent was telling lie, customer is not ready. They didn't come to my house. Why they are blaming me or it is a way to accept me the TV with defect. LG people also not ready to repair the TV, since it is in their warranty.","Feb, 2024",1,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
96,OK,OK,"Jun, 2023",3,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
97,"Good product , punctual deliver , but no installation/ demo provided by LG.",Satisfied with the product. Delivery was as per schedule. But after sales service for Demo / installation was pathetic. It was mentioned that with- in 24 Hrs of delivery customer would receive intimation for installation and demo. That never happened. SMS from Amazon came after 72 hours after delivery. I raised a servie request my self with LG customer care for installation and that also did not happen for over 48 hours. Eventually in the end had to arrange for installation at my own cost . Terrible post delivery expirience with LG. It is a basic 32 inch Smart HD ready unit. works as expected.,"Oct, 2023",1,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
98,Worth for price,On this price your getting good product picture quality sound multiple function hd......but one things is there the technician which needs to come within 48hr he didn't come yet however we tried to contact with him but started to giving excuses....i have one request who people are saying in bangalore dont expect this technician will come on time...i will never appreciate for the kiran technician.....if they polite with the customer definitely i willl give good ratings but jest one mistake i can't give good ratings,"Mar, 2023",2,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
99,To bad,To bad,"Dec, 2023",2,Dark Iron Gray,LG 80 cm HD Ready Smart LED TV 32LM563BPTC
100,Received Defective Product,"For those who are reading this.. this not entirely a product review. Let me guide you through the entire process of my agony.
I ordered this item on 8/10/23 and it cost me 23,262.05/- (after offers on no cost EMI). The item was delivered on 13/10/2023. The delivery was prompt and they informed us that technician from LG will call us for installation. Since no one called, so I called back to LG from the contact info provided in Amazon app and booked an installation request on 14/10/2023. The personnel from LG came on 15/10/2023 and when he checked the item (by simply connecting it to power), it was found to be defective because the screen was not switching ON. I tried to return/replace the item on 15/10/23 itself. But only available option was to book a technician. So, I booked a technician (for 17/10/2023, because that was the nearest date available) and I also called customer care to request replacement and they advised me to wait for technician to check. Technician completed the service by evening of 17th (after again reminding through customer care). After 48 hours (which is the standard waiting period for some reason!!!) there was no response from Amazon regarding return/replace. So, I contacted customer care on 19/10/2023. The customer agent concurred that the technician also agrees that the item is defective and said that only return was possible for that item and that he has initiated the return and that within 48 hours someone will come for pick up. But nothing of the sort was updated in the App. I again waited for 48 hours but no one called or came. Then I again contacted customer care on 21/10/2023, and the agent told me that no return has been initiated. At this point I was fed up. They have blatantly lied to a customer on a recorded call. Then this new agent initiated a return which was scheduled for 24/10/2023. The pick up could not happen on 24th because we were not available at home and I again had to call customer care. The agent rescheduled my pick up to 27/10/2023. Then on 25/10/2023 I received a call from pick up agent that he will arrive in 30mins for pick up of TV. He arrived, checked everything and went off with the item. It should be noted that completion of pick-up was not updated in the app which I specifically asked him to update. I raised the same issue with customer care and they told it will be updated within 24 hrs. Then at 3:00pm in the evening the pick-up guy called me stating that the serial no. was not matching and the he cannot complete return. He had checked everything before pick up and now they are saying that details are not matching. I was naturally furious. I denied to accept it back, but he (pick up guy) started threatening that if I don't take it back I will not get refund. Then today morning (26/10/2023) he re-delivered the item to me and took photos (the usual procedure) and went. He was also not clearly explaining why the return failed. All he is saying is that he is acting as per his supervisors orders. Then, I again called customer care informing them of this issue. The agent cross-checked the serial no. and said that all details are matching and that it is a mistake on the part of delivery agent. Now the pick up is scheduled for tomorrow (27/10/2023). Only God knows how many hurdles I have to cross to get my genuine refund. My only advice to whoever is reading this is, Amazon is a very good platform to purchase products as long as they are working. If you end up receiving a defective piece, you will definitely lose your peace of mind because of their conduct.","Oct, 2023",1,Dark Iron Gray,LG 108 cm 4K Ultra HD Smart LED TV 43UR7500PSC
101,"Just a decent TV , nothing amazing !","I got a 55 inch TV thinking I will recieve an IPS panel, but alas I got a VA panel .. and even with a VA panel, the BLACKS aren't that good . The upscaling works very avg , the SD channel aren't even worth watching.
Connectivity is good with wifi has ample ports
The webos feels laggy even in 2024 ..not what I expect from an LG tv .so absolutely not easy to use.
Got it in a sale ,so I guess you can consider it a value for money . But without magic remote , the experience ruins it . Had to purchase a magic remote. So consider 2k more. The LG support is excellent at least in bangalore .

I use it in the bedroom . And at least for the the sound is amazing even for a 20 watt speaker. I was genuinely surprised in a good way . So all in all of you are getting this 55 inch TV under 40k.. you can consider it . Else I suggest getting another tv from a different brand . Or you can wait it out for LG UT80 series as they are significantly better having tested it myself in an offline store .","Jul, 2024",3,Dark Iron Gray,LG 108 cm 4K Ultra HD Smart LED TV 43UR7500PSC
102,TV quality is good and installation experience is worst,"The TV quality is excellent, but the installation took 5 days. All the technicians (scheduled from Amazon) were giving different excuses and not completing the job. Finally, I called LG customer care directly in the morning, and they sent someone to install it by the evening. The fixed wall mount was free and was brought by the LG technician.","Jul, 2024",3,Dark Iron Gray,LG 108 cm 4K Ultra HD Smart LED TV 43UR7500PSC
103,Tv is good. Delivery was good.,"Play Video
I think the tv is all good for entertainment.But I deducted two star for the following:
1) RECIEVED VA PANEL
2) When I tried checking panel for bleeding using white screen… it is not uniformly white(Don’t know if that’s an issue or not) but no case of screen bleeding..luckily.

**Lg team was superb and the WALL MOUNT is free provided by LG itself.","Aug, 2024",3,Dark Iron Gray,LG 108 cm 4K Ultra HD Smart LED TV 43UR7500PSC
104,Slow Response,"While the TV was at its best, but its old model and the OS was slow to respond. And the big thing about this is magical remote, very convenient to use... but the response time of the remote to tv is very slow compared to other tvs like reconnect etc. LG should look into this matter. Rest assured it was good one for home.","Jul, 2024",3,Dark Iron Gray,LG 108 cm 4K Ultra HD Smart LED TV 43UR7500PSC
105,Very Good picture quality but laggy interface,"Very Good picture quality but laggy interface, not smooth as the other LG TVs","Aug, 2024",3,Dark Iron Gray,LG 108 cm 4K Ultra HD Smart LED TV 43UR7500PSC
106,1 year review,"Picture quality is good.
But the operating system that is webos is very sluggish at times.
No magic remote is big disappointment.
Sound is ok and clear","Aug, 2024",3,Dark Iron Gray,LG 108 cm 4K Ultra HD Smart LED TV 43UR7500PSC
107,Response is slow,"Web browser, and accessing cards on home is too slow sometimes it takes more than 5seconds.

Tv resolutions is good. Happy but still performance not satisfied.","Aug, 2024",3,Dark Iron Gray,LG 108 cm 4K Ultra HD Smart LED TV 43UR7500PSC
108,Magic remote,Magic remote is not included the box,"Aug, 2024",3,Dark Iron Gray,LG 108 cm 4K Ultra HD Smart LED TV 43UR7500PSC
109,Delivery person asking money,"Hello,
Today I bought my lg tv from Amazon. I happy with this. But the thing is delivery boy demanding me to give tip of 200 rupees. I have given 150 rupees. I feel very bad for this.","Jul, 2024",3,Dark Iron Gray,LG 108 cm 4K Ultra HD Smart LED TV 43UR7500PSC
110,This product was not working,Play Video,"Aug, 2024",3,Dark Iron Gray,LG 108 cm 4K Ultra HD Smart LED TV 43UR7500PSC
