,title,text,transformed_date,star,product_num,hp_data
10,Don't go for Inverter AC for domestic use.,"- Inverter AC is a scam and companies like LG are cashing on it.
- LG doesn't not provide Copper Condenser or Copper Pipes to OD unit.
- please double check with other brands as well, as the No1 Ac company is also No1 in Cheating customers. Very frustrating... Inverter will work fine for a couple of years ,after you will start getting problems..
So be watchman for your money, don't rely on the advertisement only...","Apr, 2024",3,"Copper, AI Convertible 6-in-1 Cooling, 4 Way Air Swing, HD Filter with Anti-Virus Protection, 2024 Model, TS-Q19YNZE1, White",LG 1.5 Ton 5 Star DUAL Inverter Split AC
11,Disappointed with the installation,"Toal cost 1415+600(for stand which i didnt used I have old AC installed)+ 250(for labour charge for drilling just 3 extra holes) + 580 (for dismentelling the Old AC and putting it on floor).
Also the guy didn't perform the leakage test, doesnt explain the functionality of Remote (due to lack of his knowledge i believe). Bad.
LG I am buying 46000 Rs AC, Dont you think Installation should be free??.","Apr, 2024",3,"Copper, AI Convertible 6-in-1 Cooling, 4 Way Air Swing, HD Filter with Anti-Virus Protection, 2024 Model, TS-Q19YNZE1, White",LG 1.5 Ton 5 Star DUAL Inverter Split AC
12,Not satisfy with product.,"It's been 2 years using this LG AC.
Not satisfied with the quality.
Doesn't cool fast and less cooling as compare to others.
I have samsung AC as well been using for 3 years, cools faster and make room SHIMLA within 10-15 mins.
LG claims that it consumes less Watts, but didn't see much difference as compare to Samsung AC.
Bought Samsung AC for less than the price of LG AC (almost 10k less )and it is older than LG AC, yet faster cooling and totally value for money and satisfied.
Don't go for LG AC.
LG AC has VIRAT mode as well. Just faster the Fan speed and does nothing.","Jul, 2024",2,"Copper, AI Convertible 6-in-1 Cooling, 4 Way Air Swing, HD Filter with Anti-Virus Protection, 2024 Model, TS-Q19YNZE1, White",LG 1.5 Ton 5 Star DUAL Inverter Split AC
13,Cooling,Cooling is very less I had whirl pool 1 ton magic cool ac it will cool with in minutes. But this ac taking lot of time to cool,"May, 2024",3,"Copper, AI Convertible 6-in-1 Cooling, 4 Way Air Swing, HD Filter with Anti-Virus Protection, 2024 Model, TS-Q19YNZE1, White",LG 1.5 Ton 5 Star DUAL Inverter Split AC
14,May work better for smaller rooms,"I bought this AC in May 2024 and have been using it for couple of weeks now. Earlier I had a 10 yrs old 1.5 ton fixed speed Carrier AC, deployed in my living room/kitchen area with a size of approx 150 sq ft and it would chill the room. This LG AC is able to moderate the temperature to some extent but the air flow is barely noticeable even in HC mode, till the time I am sitting in front of it. This AC does not justify the steep cost!
Since, I have to run it in highest power setting or so called Virat mode all the time, I don't notice the difference in spends vs my old AC. Probably it is good for room size of 120 sq ft or less. Not impressed.
I think a Carrier or Blue star would be a better option.
I am now buying a fixed speed Windows AC from Carrier for my bedroom. Avoid Inverter ACs wherever you can.","Jun, 2024",2,"Copper, AI Convertible 6-in-1 Cooling, 4 Way Air Swing, HD Filter with Anti-Virus Protection, 2024 Model, TS-Q19YNZE1, White",LG 1.5 Ton 5 Star DUAL Inverter Split AC
15,L.G split Air conditioner,"We bought it for our living room but was not fully satisfied the way it performs, not cooling the room that fast,","May, 2024",3,"Copper, AI Convertible 6-in-1 Cooling, 4 Way Air Swing, HD Filter with Anti-Virus Protection, 2024 Model, TS-Q19YNZE1, White",LG 1.5 Ton 5 Star DUAL Inverter Split AC
16,BEWARE OF THE EXTRA CHARGES,"Even after purchasing the AC which coated me more than 40K, I was charged separately for the plug. Also, for the installation, the total charge was close to 3800.","May, 2024",3,"Copper, AI Convertible 6-in-1 Cooling, 4 Way Air Swing, HD Filter with Anti-Virus Protection, 2024 Model, TS-Q19YNZE1, White",LG 1.5 Ton 5 Star DUAL Inverter Split AC
17,It's ok,hecked online not getting extended warranty offer for this model,"May, 2024",3,"Copper, AI Convertible 6-in-1 Cooling, 4 Way Air Swing, HD Filter with Anti-Virus Protection, 2024 Model, TS-Q19YNZE1, White",LG 1.5 Ton 5 Star DUAL Inverter Split AC
18,Not sure,"I really disappointed with LG service, I got a call from technitian yesterday but installation is not done yet, I called him many time but he is not even responding to my calls and pings, I'm not sure about the product but service is very slow as i unexpected.","Apr, 2024",3,"Copper, AI Convertible 6-in-1 Cooling, 4 Way Air Swing, HD Filter with Anti-Virus Protection, 2024 Model, TS-Q19YNZE1, White",LG 1.5 Ton 5 Star DUAL Inverter Split AC
19,They are not checking the products whether it is working or not.,"We received the new AC with damaged PCB, after lot of complain lot of follow up , they replace the pcb.
We faced problem","Apr, 2024",3,"Copper, AI Convertible 6-in-1 Cooling, 4 Way Air Swing, HD Filter with Anti-Virus Protection, 2024 Model, TS-Q19YNZE1, White",LG 1.5 Ton 5 Star DUAL Inverter Split AC
20,Accessaries are not mentioned neither offered at the time of purchase.,"They didn't mention clearly about the accessories such as wall bracket for the outdoor unit etc. Further the limitation of copper pipe is only three meters that is too short. In other countries they will provide 5-7meters in general.
Product and service may be good (not yet tested) but overall satisfaction is more important. We may not mind paying an extra buck for the important/essential accessories along with the product which may save us from headaches if the installation happens when elderly people or home care personnel at home.","Jan, 2024",3,"Copper, AI Convertible 6-in-1 Cooling, 4 Way Air Swing, HD Filter with Anti-Virus Protection, 2024 Model, TS-Q19YNZE1, White",LG 1.5 Ton 5 Star DUAL Inverter Split AC
21,Worst service,"Firstly I believed LG is best for its products until I experience their worst service experience .... Recently we purchased this AC for installation they sent some third party technician(outside mechanics) they didn't installed properly they didn't even gave receipt for our payment, the Ac condition was not so good for cooling it's takes minimum 20mins, later with some issue we contacted LG customer care services startingly they responded well but after ey didn't even send technician even a week after raising our issue, we're contacting customer care but later they not even responding to our calls ...please don't take this product as ur choice and coming to their service very very bad ...hope this review will helpfull to you... thankyou","Aug, 2024",1,"Copper, AI Convertible 6-in-1 Cooling, 4 Way Air Swing, HD Filter with Anti-Virus Protection, 2024 Model, TS-Q19YNZE1, White",LG 1.5 Ton 5 Star DUAL Inverter Split AC
22,"Outdoor unit support, drain pipe you have to buy separately","With the box you are not receiving any steel angle, drain pipe as well as the masking tape they are going to charge separately. Including all those you have to pay 3000 approx for installation","Jul, 2024",2,"Copper, AI Convertible 6-in-1 Cooling, 4 Way Air Swing, HD Filter with Anti-Virus Protection, 2024 Model, TS-Q19YNZE1, White",LG 1.5 Ton 5 Star DUAL Inverter Split AC
23,Poor quality for the price. Don't buy.,"Writing after 2 months of usage -
1. Water leakage in indoor unit after 2 months of usage. Will post service experience after getting it fixed.
2. The swing can't be set to blow air below. My bed is right below the AC, the swing can't be set to blow air right under it. At the lowest point I get the cool air for my feet.
3. Cooling is not great for it's configuration. Any mode I use it's almost the same.
4. Cost of operation is only slightly less compared to 3 star AC. Not much benefit if you use regularly. My electricity bill haven't reduced much.","Aug, 2024",1,"Copper, AI Convertible 6-in-1 Cooling, 4 Way Air Swing, HD Filter with Anti-Virus Protection, 2024 Model, TS-Q19YNZE1, White",LG 1.5 Ton 5 Star DUAL Inverter Split AC
24,AC was not working and return,The AC was not working so we return the item and Thanks Amazon for refund without loosing any money. The Service from LG was very poor. The service guys come very late and took long time to fix the unit even they don't fix all screws both inside and outside units. when they open the packs they notices the damages even though don't inform us until we found the problem. Once they fixed the AC was not working even they said it will work after some time and left. Usually we are using LG previously and it is very good and i don't know why its happens now...?,"Nov, 2023",3,"Copper, AI Convertible 6-in-1 Cooling, 4 Way Air Swing, HD Filter with Anti-Virus Protection, 2024 Model, TS-Q19YNZE1, White",LG 1.5 Ton 5 Star DUAL Inverter Split AC
25,Don't Buy this product. Strongly recommended.,"With in a year I launched the 4 complaints on cooling and water leakaeg issues. Sensors are very delicate and sound system also has gone (Only options is replace PCB ). In warranty support is worst. Even if you launch complaint, they just do temporary fix.
After warranty, I mean after 1 year 4 months, indoor unit coil has leakage. If I want to repair these issues, I need to invest Rs. 20,000/- (Coil, Gas charges, PCB board and service changes.). My strong Recommendation is don't buy this product. And also Seller is also not trustable.","Aug, 2024",1,"Copper, AI Convertible 6-in-1 Cooling, 4 Way Air Swing, HD Filter with Anti-Virus Protection, 2024 Model, TS-Q19YNZE1, White",LG 1.5 Ton 5 Star DUAL Inverter Split AC
26,Don't chilling room,"Even LG techinicians visited and unable to findout the chilling issue, instead online better to by in TATA Croma","Jul, 2024",2,"Copper, AI Convertible 6-in-1 Cooling, 4 Way Air Swing, HD Filter with Anti-Virus Protection, 2024 Model, TS-Q19YNZE1, White",LG 1.5 Ton 5 Star DUAL Inverter Split AC
27,Not Cooling within 5 months Error code CH 38,"New ac LG 1.5 ton 5 star installed on April 2023, with in 6 month cooling issue rectified ""Error code CH 38"",Tech visited and he said evaporator cooling unit need to be replaced ,after two days technician replaced the part, then also problem not solved. Now they are telling it may be the compressor problem and i am waiting for last two days.Complaint open since last week and waiting for the next course of action from service center.I am so worried about this, with in few months problem started...I will update further details after this..","Oct, 2023",3,"Copper, AI Convertible 6-in-1 Cooling, 4 Way Air Swing, HD Filter with Anti-Virus Protection, 2024 Model, TS-Q19YNZE1, White",LG 1.5 Ton 5 Star DUAL Inverter Split AC
28,Above Average,"Think before purchasing it. Too much cost, takes lot of time in cooling the room of 110 Sqft.","Apr, 2024",3,"Copper, AI Convertible 6-in-1 Cooling, 4 Way Air Swing, HD Filter with Anti-Virus Protection, 2024 Model, TS-Q19YNZE1, White",LG 1.5 Ton 5 Star DUAL Inverter Split AC
29,Cooling,"Taking a lot of time cool the room and , swing modes are not working properly , air is not comming when we slept under the AC. My suggestion is not to buy.","Jul, 2024",2,"Copper, AI Convertible 6-in-1 Cooling, 4 Way Air Swing, HD Filter with Anti-Virus Protection, 2024 Model, TS-Q19YNZE1, White",LG 1.5 Ton 5 Star DUAL Inverter Split AC
30,pathetic service in Bangalore,"The product is ok or not I can't say but the seevice in Bangalore is so pathetic that you will regret every other day. They will give numbers which will be switched off or not answerable for eternity. After installation the product will also sometimes not work properly and you will chase them like
forever. The worst decision of my life is to spent 50k on buying LG AC","May, 2024",2,"Copper, AI Convertible 6-in-1 Cooling, 4 Way Air Swing, HD Filter with Anti-Virus Protection, 2024 Model, TS-Q19YNZE1, White",LG 1.5 Ton 5 Star DUAL Inverter Split AC
31,Missing item,Cupper wire was not found. I bought it locally after additional payment. As per the package inside description it has been written that 3 mts cupper wire will provided. But i did not get it. Which disappoints us.,"May, 2024",2,"Copper, AI Convertible 6-in-1 Cooling, 4 Way Air Swing, HD Filter with Anti-Virus Protection, 2024 Model, TS-Q19YNZE1, White",LG 1.5 Ton 5 Star DUAL Inverter Split AC
32,LG Ac 1.5 ton 5 star wifi 2024 model review,"Purchased latest LG Ac but not satisfied with noise level of the product
Cooling is good but the outdoor unit humming sound is very high, it is very uncomfortable noise.
Approached LG service centre for a resolution but I am following them for past 18 days for a resolution. Complaint is moving from one executive to another but struggle continues.

Hope LG is reading this.

Buying an upgraded LG ac model replacing older has backfired this time.

Advice is think thrice before going for LG ac.","Apr, 2024",2,"Copper, AI Convertible 6-in-1 Cooling, 4 Way Air Swing, HD Filter with Anti-Virus Protection, 2024 Model, TS-Q19YNZE1, White",LG 1.5 Ton 5 Star DUAL Inverter Split AC
33,This product is not supported in the LG ThinQ app for smart diagnosis,"The smart features are oversold. LG's way of performing smart diagnosis is by using an audiomessage from the AC which is decoded on your phone. BUT THIS FEATURE ALSO ISNT APPLICABLE ON THIS AC.

The AC has the logo for smart diagnosis but it doesn't work.

The cooling worked in Bangalore heat for one day. Now it only reduces the humidity of my room but doesn't cool anything. Room temperature is still showing up at 30 degrees.

The remote does not have a backlight.
The AC doesn't close the intake valve when the power goes, it will only do that if the power is available. How hard was it to put a single battery that could have just done that as a fail safe?

The gas must have leaked during installation. The installation people aren't even bothering to look into my complaints. I can't even diagnose this AC myself, what rubbish in this age of smart technology! Do not buy this piece of rubbish.

UPDATE: So while my room is 250 sq ft, I can run this AC in the Viraat mode. It's effective that way. But it's still not worth the false advertising from LG.
Other problems: the Remote doesn't have a backlight. The AC flap doesn't close when the power goes. Would have been nice to have a small battery that did that much.","Apr, 2024",1,"Copper, AI Convertible 6-in-1 Cooling, 4 Way Air Swing, HD Filter with Anti-Virus Protection, 2024 Model, TS-Q19YNZE1, White",LG 1.5 Ton 5 Star DUAL Inverter Split AC
34,Irresponsible installation,"The delivery of the product was satisfied. But the installation of the AC by LG Thiruvalla was pathetic, terrible and irresponsible. The installation process wasn't done by a professional way. They leave the plug without fixing the pin when asked about that they said we need to fix it but earlier on the customer care call they informed that they are carrying every equipments and will fix.It was irresponsible installation done by LG Thiruvalla.","Apr, 2024",2,"Copper, AI Convertible 6-in-1 Cooling, 4 Way Air Swing, HD Filter with Anti-Virus Protection, 2024 Model, TS-Q19YNZE1, White",LG 1.5 Ton 5 Star DUAL Inverter Split AC
35,Outdoor unit makes so much noise leaks like tap water. Dont trust youtubers,Outdoor unit makes so much noise which gives you anxiety and its Leaks like tap water. Can fill a bucket same time a tap can fill.,"May, 2024",2,"Copper, AI Convertible 6-in-1 Cooling, 4 Way Air Swing, HD Filter with Anti-Virus Protection, 2024 Model, TS-Q19YNZE1, White",LG 1.5 Ton 5 Star DUAL Inverter Split AC
36,Cooling achhi ni h new ac lgwaya h bt cooling 0h,"Cooling achhi ni h new ac lgwaya h bt cooling 0h
Ai inverter AC lgwaya sbse costly bt cooling bilkul b ni isse achha to godrej ka hi tha voltas ka b achha h
Worst product paise bekar ho gye","May, 2024",2,"Copper, AI Convertible 6-in-1 Cooling, 4 Way Air Swing, HD Filter with Anti-Virus Protection, 2024 Model, TS-Q19YNZE1, White",LG 1.5 Ton 5 Star DUAL Inverter Split AC
37,LG AC Installation workmanship is very bad,"LG product wise I am happy with convertible option and cooling effect is very good, however installation team did a crap work , workmanship is very bad , please refer for the pics, how pipes are mounted everywhere.","May, 2024",2,"Copper, AI Convertible 6-in-1 Cooling, 4 Way Air Swing, HD Filter with Anti-Virus Protection, 2024 Model, TS-Q19YNZE1, White",LG 1.5 Ton 5 Star DUAL Inverter Split AC
38,Bad quality product,"LG is a pathetic company. I bought it's after some time it's flaps are not closing properly.
They don't do proper quality check for their products. After 6 months it's TV also stopped working. Never going to buy LG product again.","Aug, 2024",1,"Copper, AI Convertible 6-in-1 Cooling, 4 Way Air Swing, HD Filter with Anti-Virus Protection, 2024 Model, TS-Q19YNZE1, White",LG 1.5 Ton 5 Star DUAL Inverter Split AC
39,Installation was chargable and good enough,"Ac was dilivered on time but guys be vigilent from installation guys, they charge too much. I think LG should provide free installation. Will write another review after using AC for few more days","May, 2024",2,"Copper, AI Convertible 6-in-1 Cooling, 4 Way Air Swing, HD Filter with Anti-Virus Protection, 2024 Model, TS-Q19YNZE1, White",LG 1.5 Ton 5 Star DUAL Inverter Split AC
40,Noise,"My ac Noise is high,,i observed some LG ac's they are not giving noise,,","Feb, 2024",3,"Copper, AI Convertible 6-in-1 Cooling, 4 Way Air Swing, HD Filter with Anti-Virus Protection, 2024 Model, TS-Q19YNZE1, White",LG 1.5 Ton 5 Star DUAL Inverter Split AC
41,AC with the least cooling efficiency.,"This AC is very poor in context of cooling. Everyone on the internet and other places will tell you that this company is good AC. But I will tell you that this particular AC is the worst at cooling. My cooler is cooling more in comparison with this LG AC.

Plus, this AC is ineffective and inefficient at cooling the whole room. Only through the way the air is blowing, you feel cool, which will also be very low.

If you have a complaint regarding the cooling of the product, you will have multiple service engineers visit, they will just check the grill temperature and measure the ampere and will tell you that device is good, even though this Machine is completely failure, they will also tell that this AC is not cooling properly. But you can't do anything.
At last, you will feel that all your hard-earned money is gone in the trash. Because if you run this machine, only your electricity bill will increase, but in response to that, the cooling is nonsense.
I have complained multiple times. The service engineers are all inexperienced and of no use. The guarantee is also of no use.","May, 2024",1,"Copper, AI Convertible 6-in-1 Cooling, 4 Way Air Swing, HD Filter with Anti-Virus Protection, 2024 Model, TS-Q19YNZE1, White",LG 1.5 Ton 5 Star DUAL Inverter Split AC
42,One of the worst product I have received,"I would say everything right from seller to order delivery to product to LG service center to all and all has troubled me in this. I would never order on Amazon and LG products as which is very bad. I wont recommend anyone to order it.
Also, by gods grace I understood how pathetic the LG service is. Copper pipe is missed in my LG AC which I received from Amazon and Installation member has come and checked and said Copper pipe is missed and he suggested to use from him and the amount need to paid by me, but surprisingly LG authorized service (Rama Enterprises, Pune) center guys are selling the Whirlpool copper pipe and they dont have LG copper pipe and upon checking with LG customer support, they said, dont allow to use any other branded pipe else you would lose the warranty. So what should one do, if LG authorized dealer is not maintaining their own branded spares, which is very funny. What if some repair has to be done in future and no spare is available at company authorized service center itself. Better to avoid such brands as there is no use other than wasting our money on their useless products.
DONT BUY LG PRODUCTS.","Apr, 2024",1,"Copper, AI Convertible 6-in-1 Cooling, 4 Way Air Swing, HD Filter with Anti-Virus Protection, 2024 Model, TS-Q19YNZE1, White",LG 1.5 Ton 5 Star DUAL Inverter Split AC
43,Worst experience in terms of servicing and quality,"Play Video
I have bought this LG only few months back. Since last 2 months I'm facing terrible issues and no technician is able to fix it.
1.Cooling issue: it's not cooling as per expectation. In my other room, I'm using marq cheap one ac which is working and cooling fine since 5 years.
2. Ch38 error: it keeps showing after sometime. Technician visits and refill the gas but not able to identify any leak. Now they have suggested no leak is there, you have to keep turning it on and off so that the error goes for sometime. This kind of resolution i dint expect from such populated brand.
Still now we are facing these 2 issue. It's been 2 months. As they couldn't able find any solution, they have stopped visiting now. And kept closing my complaints without any concerns.
My AC is still in warranty period. I asked since you are not able to fix then replace it. No body is responding..nobody is picking up the contacts customer care is sharing.
I am stuck with this 45k AC.
Please don't go for it for the sake of brand name.
I have sent mail to LG MD , to their main office. No responses !!
Horrible experience!!","May, 2024",1,"Copper, AI Convertible 6-in-1 Cooling, 4 Way Air Swing, HD Filter with Anti-Virus Protection, 2024 Model, TS-Q19YNZE1, White",LG 1.5 Ton 5 Star DUAL Inverter Split AC
44,Worst product and LG service s worst,Within a week of installation I got issue dropping of water from the product.When connected with customer care they provide technician and he just checked and say bcz of dust formation it happens.Actually they didn't do proper installation procedure haven't checked the gas and straightly install.No degree of inclination taken place.Worst service.I totally bought same 3 ac for my house .My fault shouldnt believe them LG this s not at all good.Customer s important.Bcz of improper technician my 6 month old currently got lung infection severely.past 3 days giving him nebulizer.If call customer care not providing proper details.Service centre numb s not working which given by customer care.Technician by themselves cancelling the service.Kindly take this product give us new one.,"Jun, 2024",1,"Copper, AI Convertible 6-in-1 Cooling, 4 Way Air Swing, HD Filter with Anti-Virus Protection, 2024 Model, TS-Q19YNZE1, White",LG 1.5 Ton 5 Star DUAL Inverter Split AC
45,AC HOLE problem,"Hi Guys,
AC hole drill not filled with white cement due to that rain water coming to BED room. We have given white cement to installation guy but he said rain water won’t come to room which major mistake done by installation guy. Please take care such things while doing installation, Don’t believe them.","Aug, 2024",1,"Copper, AI Convertible 6-in-1 Cooling, 4 Way Air Swing, HD Filter with Anti-Virus Protection, 2024 Model, TS-Q19YNZE1, White",LG 1.5 Ton 5 Star DUAL Inverter Split AC
46,VERY VERY BED INSTALLATION EXPERIENCE LG,"LG installation team was very very bed
The installation boy is not good
It's a little bit late in giving the review, but as per my experience of 1 year, it is very bad and LG's installation boy was very bed..","Aug, 2024",1,"Copper, AI Convertible 6-in-1 Cooling, 4 Way Air Swing, HD Filter with Anti-Virus Protection, 2024 Model, TS-Q19YNZE1, White",LG 1.5 Ton 5 Star DUAL Inverter Split AC
47,It is not working,,"Feb, 2024",3,"Copper, AI Convertible 6-in-1 Cooling, 4 Way Air Swing, HD Filter with Anti-Virus Protection, 2024 Model, TS-Q19YNZE1, White",LG 1.5 Ton 5 Star DUAL Inverter Split AC
48,"Okay service, not that great","Anytime i change any feature settings the AC starts acting weird and does not cool that much.
Plus i never got my copper pipe money back.","May, 2024",2,"Copper, AI Convertible 6-in-1 Cooling, 4 Way Air Swing, HD Filter with Anti-Virus Protection, 2024 Model, TS-Q19YNZE1, White",LG 1.5 Ton 5 Star DUAL Inverter Split AC
49,Worst Installation work,"Product is good but the installation people are very rude in behaviour. Charged extra and dib not install properly.
Also you can buy the same product in lesser value from your nearby dealer and they will help you in installation related work.","Apr, 2024",2,"Copper, AI Convertible 6-in-1 Cooling, 4 Way Air Swing, HD Filter with Anti-Virus Protection, 2024 Model, TS-Q19YNZE1, White",LG 1.5 Ton 5 Star DUAL Inverter Split AC
50,Issue in cooling,"Cooling was not effective from installation and till now
And Amazon brand not receive this from me and return not attempt.","Aug, 2024",1,"Copper, AI Convertible 6-in-1 Cooling, 4 Way Air Swing, HD Filter with Anti-Virus Protection, 2024 Model, TS-Q19YNZE1, White",LG 1.5 Ton 5 Star DUAL Inverter Split AC
51,Brackets are not provided,With AC brackets are not provided we brought them from nearby shop,"Jan, 2024",3,"Copper, AI Convertible 6-in-1 Cooling, 4 Way Air Swing, HD Filter with Anti-Virus Protection, 2024 Model, TS-Q19YNZE1, White",LG 1.5 Ton 5 Star DUAL Inverter Split AC
52,Installation loot,"So after apply all the coupons and offers, we bought AC for 40,000 from 46,500
Here is the interesting part, for installation and extra 2mtr copper pipe and for extra hole…they literally charged 5600.

So keep in mind to pay extra money. Think about any free installation providing brands also.","Apr, 2024",2,"Copper, AI Convertible 6-in-1 Cooling, 4 Way Air Swing, HD Filter with Anti-Virus Protection, 2024 Model, TS-Q19YNZE1, White",LG 1.5 Ton 5 Star DUAL Inverter Split AC
53,Mislead by product review and details.,"I was mislead by reading about wifi AC but came to know this is not Wifi enable. Such a loss. Wrong product info by Amazon. Also, sleep mode is very confusing to use.","Apr, 2024",2,"Copper, AI Convertible 6-in-1 Cooling, 4 Way Air Swing, HD Filter with Anti-Virus Protection, 2024 Model, TS-Q19YNZE1, White",LG 1.5 Ton 5 Star DUAL Inverter Split AC
