,title,text,transformed_date,star,product_num,hp_data
10,"Machine looks nice, but installation service took more time than expected..",,"May, 2024",3,"FHP1208Z3M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black","LG 8 Kg, 5 Star, AI Direct Drive Technology, Steam & 6 Motion DD Fully-Automatic Front Load Washing Machine"
11,Product has water leaks,Play Video,"Jun, 2024",3,"FHP1208Z3M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black","LG 8 Kg, 5 Star, AI Direct Drive Technology, Steam & 6 Motion DD Fully-Automatic Front Load Washing Machine"
12,Had a side dent when the product reached home,Had a side dent when the product reached home. Unhappy about it obviously!,"Apr, 2024",3,"FHP1208Z3M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black","LG 8 Kg, 5 Star, AI Direct Drive Technology, Steam & 6 Motion DD Fully-Automatic Front Load Washing Machine"
13,Good,Nice ok,"May, 2024",3,"FHP1208Z3M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black","LG 8 Kg, 5 Star, AI Direct Drive Technology, Steam & 6 Motion DD Fully-Automatic Front Load Washing Machine"
14,Worst experience with LG's customer service and support.,"I am writing to express my deep dissatisfaction with both the LG washing machine and the associated service centre. I have been grappling with a persistent issue where the washing machine intermittently turns on and off by itself. Despite visits from an LG service representative, this problem remains unresolved.

Initially, the representative made some efforts to address the issue but ultimately determined that a panel replacement was necessary. Since then, I have been waiting patiently for further instructions or action on the replacement. However, my repeated attempts to follow up with the LG Service Centre in Raipur have been met with indifference and lack of urgency.

I have reached out via mail and phone multiple times, yet there has been no follow-up or resolution to my case. The lack of responsiveness and failure to address the problem reflect poorly on LG's customer service and support.

Given this experience, I strongly advise against purchasing LG washing machines. The product itself may be of decent quality, but the service and support, at least in my case, have been utterly disappointing. Save yourself the hassle and consider alternatives with better customer service.","Aug, 2024",1,"FHP1208Z3M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black","LG 8 Kg, 5 Star, AI Direct Drive Technology, Steam & 6 Motion DD Fully-Automatic Front Load Washing Machine"
15,Not for removing stains,does not remove any kind of stains was expecting it to remove,"Apr, 2024",3,"FHP1208Z3M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black","LG 8 Kg, 5 Star, AI Direct Drive Technology, Steam & 6 Motion DD Fully-Automatic Front Load Washing Machine"
16,Horrible experience!!!!,"I have purchased this machine and while installation it was found defective, immediately i have applied for return, however i have been conveyed from amazon that a technical expert will come and inspect the defect within 48 hrs of application . However till today that is after 10 days of application none has reported and machine is lying idle in my house. I cannot use it even after paying for complete material and has to suffer from such issues. I have tried to contact amazon many times but haven’t received any positive response till today. There is no value for money for amazon and LG services as none of them bothers about the issues due to which customers are getting pissed off !!!","Aug, 2024",1,"FHP1208Z3M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black","LG 8 Kg, 5 Star, AI Direct Drive Technology, Steam & 6 Motion DD Fully-Automatic Front Load Washing Machine"
17,LG WASHING MACHINE,Ok,"Apr, 2024",3,"FHP1208Z3M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black","LG 8 Kg, 5 Star, AI Direct Drive Technology, Steam & 6 Motion DD Fully-Automatic Front Load Washing Machine"
18,Not the best at this price point,"I have been using bosch 8kg (since 7 Years) and haier 9kg (since 1 Year) washing machines. The washing performance of LG is not that great in comparison. Vibrations are also better controlled in Bosch and Haier. Haier model is far more attractive with that sleek look and fancy door. I should have spent 4k extra and bought Haier again. Compared to the new LG that I bought, I like my 7-year-old Bosch's overall performance.","May, 2024",2,"FHP1208Z3M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black","LG 8 Kg, 5 Star, AI Direct Drive Technology, Steam & 6 Motion DD Fully-Automatic Front Load Washing Machine"
19,Worst product and service from LG,"Submitting the review after one year of usage of LG 8KG fully automatic front load washing machine. Gasket of the machine was broken before one year itself and the LG service team mentioned Gasket is not covered under warranty and I have to pay Cost of Gasket is 2500. I reached out to LG service multiple times, escalated the issue but there is no proper response on why the Gasket is not covered under warrenty. Such a pathetic customer service.

As a customer I definitely unsatisfied as I need to pay Rs 2500 with in one year of usage and under warranty. Totally disappointed with the purchase and service that LG has provided. Previously I used IFB, the quality of the machine and durability is farmuch better than LG. Also IFB service is much better than this LG company. I strongly recommend not to buy LG washing machine if you are expecting quality and durability.","Jul, 2024",1,"FHP1208Z3M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black","LG 8 Kg, 5 Star, AI Direct Drive Technology, Steam & 6 Motion DD Fully-Automatic Front Load Washing Machine"
20,"Works well, but very small in size than other 7 kg machines",The machine works without much noise and vibration. But the size of the machine is very small. I was using a Siemens machine that too 7 kg before. The size of the drum was much bigger than this and it accommodated more clothes. And my Samsung 7 kg is also bigger. And couldn't see any option to add on clothes while the wash is in progress.. May be there was.. But I couldnt find out.,"Nov, 2023",3,"FHP1208Z3M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black","LG 8 Kg, 5 Star, AI Direct Drive Technology, Steam & 6 Motion DD Fully-Automatic Front Load Washing Machine"
21,Good so far 👏,"Working smoothly and no noise.
Cleaning is ok 👍
Heavy duty washing machine.
Drum looks small for 7kg. Looks like 5kg
Taking 1 to 1.5 hours for washing the cloths. But you can use Quick wash for 30 mins..
Overall good product with this price. But price is high for this product. Samsung Eco bubble is bestest for this price.","Nov, 2023",3,"FHP1208Z3M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black","LG 8 Kg, 5 Star, AI Direct Drive Technology, Steam & 6 Motion DD Fully-Automatic Front Load Washing Machine"
22,The door is having issues,The door don't open after the wash finishes. The service guy told me a workaround for now to beat the door with force and then it opens. I have been waiting for door lock replacement but its taking very long.,"Dec, 2023",3,"FHP1208Z3M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black","LG 8 Kg, 5 Star, AI Direct Drive Technology, Steam & 6 Motion DD Fully-Automatic Front Load Washing Machine"
23,Too noisy for its price tag and so called name,"This is a good looking fancy but noisy washing machine. Even with no load and manual rotation with my own hand I could hear somewhat squeaky sound.
The wash quality is okay, dryer is not that great. My old Samsung front load is better at spin drying than this machine.","Apr, 2024",2,"FHP1208Z3M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black","LG 8 Kg, 5 Star, AI Direct Drive Technology, Steam & 6 Motion DD Fully-Automatic Front Load Washing Machine"
24,Defective,"At the spin motion, motion vibrates too much and moves from its place.. we earlier felt it's due to uneven surface but even after placing it on stand...the problem persists.. we couldn't diagnose it earlier due to no one was there to diagnose the problem and report accordingly.. totally disappointed .. just make sure to connect us to customer care.. till we realise return window was closed","Jul, 2024",1,"FHP1208Z3M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black","LG 8 Kg, 5 Star, AI Direct Drive Technology, Steam & 6 Motion DD Fully-Automatic Front Load Washing Machine"
25,Too much noise and Vibration,"First of all the 8KG LG machine drum is very small compare to other brands. Secondly as it is small, while spin mode it shakes the whole machine and makes too much noise as if the drum is goona blast..
Also, This is not a ThinQ model. The image in while ordering says ThinQ but this does not support any ThinQ application.","Aug, 2024",1,"FHP1208Z3M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black","LG 8 Kg, 5 Star, AI Direct Drive Technology, Steam & 6 Motion DD Fully-Automatic Front Load Washing Machine"
26,Received damaged corner & water on the back,"Just received LG 7 KG - FHM1207SDM. Happy to have it.
But -
There is damage on right top corner of the back.
Also water on the back and in the door, when unboxed.
What does that mean?
I will write a review again after installation by Installation Service.
I expect a compensation for this 500 gift voucher or a year prime membership.","Oct, 2023",3,"FHP1208Z3M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black","LG 8 Kg, 5 Star, AI Direct Drive Technology, Steam & 6 Motion DD Fully-Automatic Front Load Washing Machine"
27,Too small..it is like a 5 and a half kg washing machine,Drum size is too small and not as suggested. Go gor next Suze if you're a family of 3,"Jan, 2024",3,"FHP1208Z3M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black","LG 8 Kg, 5 Star, AI Direct Drive Technology, Steam & 6 Motion DD Fully-Automatic Front Load Washing Machine"
28,No installation provided till 4 days. Don't go for LG,"Don't buy from LG. worst service from LG. Installation provider calling since 2 days and agreeing to come on requested time. But didn't showup for 2 days. Also he is not responding to the calls and messages.

Also no proper solution from the LG customer care. They are saying to wait since 2 days, like I have no other work. Rude behavior.","Jul, 2024",1,"FHP1208Z3M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black","LG 8 Kg, 5 Star, AI Direct Drive Technology, Steam & 6 Motion DD Fully-Automatic Front Load Washing Machine"
29,Product was damaged,Product was damaged this is second we have got damaged piece,"Aug, 2024",1,"FHP1208Z3M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black","LG 8 Kg, 5 Star, AI Direct Drive Technology, Steam & 6 Motion DD Fully-Automatic Front Load Washing Machine"
30,DENT - REPLACEMENT REQUIRED NOT CANCELLATION,The LG washing machine received in the damadged condition. REPLACEMENT REQUIRED NOT CANCELLATION,"Aug, 2024",1,"FHP1208Z3M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black","LG 8 Kg, 5 Star, AI Direct Drive Technology, Steam & 6 Motion DD Fully-Automatic Front Load Washing Machine"
31,"Wobble , fromt glass, rusting","3 points after 3 years of LG washing Machine
1. It does starts wobble and technician saus it will happen.
2. Due to excessive wobble front glass broke and it will cost ₹ 3000 or more.
3. It does start rusting on top and bottom.
It does its job with above mentioned issues.","Aug, 2024",3,"FHP1208Z3M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black","LG 8 Kg, 5 Star, AI Direct Drive Technology, Steam & 6 Motion DD Fully-Automatic Front Load Washing Machine"
32,installation and demo,"Front load washing machine is very good. I bought Woahing machine for the first time. I was wondering how the clothes would wash and how they would last. But I used it 3 times. Actually it washes clothes very well especially jeans. When I did the washing for the first time, the customer executive needed to explain more.","Aug, 2023",3,"FHP1208Z3M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black","LG 8 Kg, 5 Star, AI Direct Drive Technology, Steam & 6 Motion DD Fully-Automatic Front Load Washing Machine"
33,rat cover missing,good delivery. but rat cover was missing,"Feb, 2024",3,"FHP1208Z3M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black","LG 8 Kg, 5 Star, AI Direct Drive Technology, Steam & 6 Motion DD Fully-Automatic Front Load Washing Machine"
34,Faulty washing machine,"Play Video
Ordered this during the prime day sale,it was delivered 8days later,and a service provider came two days later for installation .During installation,it created weird vibration and noise,and the service provider labelled it as a faulty device.I have applied for replacement the same day,contacted amazon customer care ,they said a they will arrange a technician visit within 48hrs .2days have already passed and the technician didn’t turn up.Contacted Lg customer service as well.As the technician didn’t show up after 2days,I have contacted amazon again today, they are just creating this never ending loop hole of 48hrs technician visit.
Amazon services is becoming rubbish day by day.","Aug, 2024",1,"FHP1208Z3M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black","LG 8 Kg, 5 Star, AI Direct Drive Technology, Steam & 6 Motion DD Fully-Automatic Front Load Washing Machine"
35,"Worst service, will not order any electronics product from amazon","Disappointed with the service of lg, the washing machine stopped working in 12 months, the service providers are not serious about the problem we are facing.","Jul, 2024",1,"FHP1208Z3M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black","LG 8 Kg, 5 Star, AI Direct Drive Technology, Steam & 6 Motion DD Fully-Automatic Front Load Washing Machine"
36,NOT SATISFIED,"Noice level higher side, power consumption also higher, this is failure model form LG. Washing quality not upto the mark, washing time talking higher side compared to the other washing machines. Simply go for BOSH, IFB","Oct, 2023",3,"FHP1208Z3M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black","LG 8 Kg, 5 Star, AI Direct Drive Technology, Steam & 6 Motion DD Fully-Automatic Front Load Washing Machine"
37,Substandard Quality,"Quality of this machine is bad, it is frequently giving OE sign and not draining water despite the fact that I keep filter clean and there is no clogging of the pipe. Please make a request to the supplier arrange for replacement of this machine. Thanks & Regards","Jul, 2024",1,"FHP1208Z3M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black","LG 8 Kg, 5 Star, AI Direct Drive Technology, Steam & 6 Motion DD Fully-Automatic Front Load Washing Machine"
38,Avoid if possible,Try buying from outside Amazon since its very difficult to get installation support once you buy the washing machine,"Aug, 2024",1,"FHP1208Z3M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black","LG 8 Kg, 5 Star, AI Direct Drive Technology, Steam & 6 Motion DD Fully-Automatic Front Load Washing Machine"
39,Wrong dimensions in online ad,Wrong dimension in online ad,"Aug, 2024",1,"FHP1208Z3M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black","LG 8 Kg, 5 Star, AI Direct Drive Technology, Steam & 6 Motion DD Fully-Automatic Front Load Washing Machine"
40,"Defective piece delivered, online purchase scam","Play Video
See the video, This is the product i received just 3 months back....it is purely online fraud that is being perpetrated upon the customers.......pls dont buy the online products, they are all defective...company refuses to attend to complaints made to it...purchase from local vendors, stop buyinh online products","Jul, 2024",1,"FHP1208Z3M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black","LG 8 Kg, 5 Star, AI Direct Drive Technology, Steam & 6 Motion DD Fully-Automatic Front Load Washing Machine"
41,Multiple dents,The washing machine was having multiple dents on the body...,"Aug, 2024",1,"FHP1208Z3M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black","LG 8 Kg, 5 Star, AI Direct Drive Technology, Steam & 6 Motion DD Fully-Automatic Front Load Washing Machine"
42,Kind of useless product,"It makes noise, unworthy for money","Aug, 2024",1,"FHP1208Z3M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black","LG 8 Kg, 5 Star, AI Direct Drive Technology, Steam & 6 Motion DD Fully-Automatic Front Load Washing Machine"
43,Worst experience with LG,"Product delivered on time and safely, But installation done after 15 day's in Bangalore City after many escalation mails and phone calls,I never expected this. Worst installation service by LG. Coming to the product less washing programs not sufficient to anyone. In the less price range Samsung is providing more wash programs. And the quality of the washing is very poor, better to not buy","Jan, 2024",2,"FHP1208Z3M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black","LG 8 Kg, 5 Star, AI Direct Drive Technology, Steam & 6 Motion DD Fully-Automatic Front Load Washing Machine"
44,Washing machine nob and drum is damage,LG technical assistant confirm this damage,"Jul, 2024",1,"FHP1208Z3M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black","LG 8 Kg, 5 Star, AI Direct Drive Technology, Steam & 6 Motion DD Fully-Automatic Front Load Washing Machine"
45,Showing error,Within one month ... Showing error DE ..... NOT WORKKING... LG people come n go .. very upset 😞😞😞,"Jul, 2024",1,"FHP1208Z3M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black","LG 8 Kg, 5 Star, AI Direct Drive Technology, Steam & 6 Motion DD Fully-Automatic Front Load Washing Machine"
46,Useless product,It's been less than a year since I have purchased this product.The machine started creating problem in less than 3 months of time .The response of the service centre of LG is pathetic .Have been reaching to them since 15 days .They are not at all bothered answering even though the product is in warranty.Never opt for a front load washing machine in LG.,"Jun, 2024",1,"FHP1208Z3M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black","LG 8 Kg, 5 Star, AI Direct Drive Technology, Steam & 6 Motion DD Fully-Automatic Front Load Washing Machine"
47,Is these Actual (8 kg),"I have already use 2021 year model LG (8 kg) washing machine, in the sense of comparison this new model of LG (8 kg) is much smaller than 2021 model.","Aug, 2023",3,"FHP1208Z3M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black","LG 8 Kg, 5 Star, AI Direct Drive Technology, Steam & 6 Motion DD Fully-Automatic Front Load Washing Machine"
48,Attention! Very worst quality getting over heat and many problems.,"Late installation. Too many problems on machine from board heat, bad quality of service. Don't buy this LG product wast of time and money.

Due to this late installation my 10 days replacement is available. I've raised a complaint with brand they have a delayed and taken 3-4 days to check and couldn't able to solve the problem.

I request Amazo to check this matter and replace/refund this order.","May, 2024",1,"FHP1208Z3M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black","LG 8 Kg, 5 Star, AI Direct Drive Technology, Steam & 6 Motion DD Fully-Automatic Front Load Washing Machine"
49,"Return, replacement","I purchased an 8 kg washing machine, but it was not working properly, showing a water error and the automatic mode was malfunctioning. The worst part of the experience was that Amazon was not responsible for replacing the product or even returning the discount coupon. As a result, I had to reorder the product at a price that was 3000 higher.","May, 2024",1,"FHP1208Z3M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black","LG 8 Kg, 5 Star, AI Direct Drive Technology, Steam & 6 Motion DD Fully-Automatic Front Load Washing Machine"
50,Dammage,Dammage lg washing machine received no return available,"Jul, 2024",1,"FHP1208Z3M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black","LG 8 Kg, 5 Star, AI Direct Drive Technology, Steam & 6 Motion DD Fully-Automatic Front Load Washing Machine"
51,Damaged product,Damaged product. Please replace the same,"Jul, 2024",1,"FHP1208Z3M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black","LG 8 Kg, 5 Star, AI Direct Drive Technology, Steam & 6 Motion DD Fully-Automatic Front Load Washing Machine"
52,So much sound,"Don't buy through these types of ecommerce sites, not sure whether you are getting new product or not.
I have purchased this 8kg LG washing machine which is producing lots of noise at starting itself and the display part also moving.
Everyone will see pro's only but before buying see con's","Jun, 2024",1,"FHP1208Z3M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black","LG 8 Kg, 5 Star, AI Direct Drive Technology, Steam & 6 Motion DD Fully-Automatic Front Load Washing Machine"
53,Item damaged and worst service from LG,Got a damaged item in summer sale… LG installation person is so rude and he haven’t demonstrated… still the installation is pending after 7 days of purchase… he is telling that he is busy in other works… I suggest everyone not to get trapped by offers in online … please visit the store And but at that price … you will get peace of mind ….,"May, 2024",1,"FHP1208Z3M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black","LG 8 Kg, 5 Star, AI Direct Drive Technology, Steam & 6 Motion DD Fully-Automatic Front Load Washing Machine"
54,Defective product delivered,"Received a defective product from Amazon. Now the beauty is despite offering return/replace, Amazon has put processes in place that ensure there’s no way you can replace/return the product. They make you go round and round. Absolutely pathetic service. Never high value items from Amazon.","Jun, 2024",1,"FHP1208Z3M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black","LG 8 Kg, 5 Star, AI Direct Drive Technology, Steam & 6 Motion DD Fully-Automatic Front Load Washing Machine"
55,Noisy LG Washing machine - A Disappointing Buy,"Play Video
So, I got this LG washing machine recently and, honestly, I'm kind of let down. The biggest gripe? The crazy noise it makes while running.

I mean, sure, I was expecting a bit of noise - all machines make some. But this thing takes it to a whole new level. It's like a mini earthquake and you can hear it in every corner of the house. It's seriously irritating and disrupts everything.

I thought LG was a solid brand, but this noise issue makes me question that. The washing itself seems okay, but honestly, the noise overshadows any good it does.

I've tried everything - adjusting the load, making sure it's level, doing all the maintenance stuff they recommend. But the noise just won't quit.

I really hope LG takes this seriously and does something about it. I get that machines make noise, but this is just too much. I regret buying it - I wish I had gone with a different brand or model.

To sum up, this LG washer's noise level is a total downer. It might clean well, but the constant racket is a deal-breaker for me. LG needs to fix this if they want happy customers in the future.","Aug, 2023",1,"FHP1208Z3M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black","LG 8 Kg, 5 Star, AI Direct Drive Technology, Steam & 6 Motion DD Fully-Automatic Front Load Washing Machine"
56,Not sstisfied,Drum is small,"Jul, 2024",1,"FHP1208Z3M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black","LG 8 Kg, 5 Star, AI Direct Drive Technology, Steam & 6 Motion DD Fully-Automatic Front Load Washing Machine"
57,Rusting in Drum,"Who is at Fault? LG, Seller(Dawntech Electronics or Amazon. I ordered a 9 kg fully automatic front load washing machine of LG which was sold by Dawntech Electronics. Delivery by Amazon was superfast i.e. within one day. Technician from LG came as per the scheduled appointment and he was co-operative. But here comes the product. The drum of the product was all rusted ( Jung lagi Hui thi). I was surprised, how come stainless steel drum can have rust. Here comes all the culprit in light, The LG electronics who makes product of such pathetic quality. The Dawntech Electronics who is major culprit of selling the used and returned item before proper inspection and last one is Amazon who deals with such kind of seller on their platform. It was my rakshabandhan gift to my sister and they spoiled my day with her. Thank You Dawntech Electronics, LG and Amazon.","Aug, 2023",1,"FHP1208Z3M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black","LG 8 Kg, 5 Star, AI Direct Drive Technology, Steam & 6 Motion DD Fully-Automatic Front Load Washing Machine"
58,It’s too smalll,Don’t buy it from Amazon. You can’t return it. I am trying to exchange for bigger one but they are not letting me switch it for price difference. Buy it from store.,"Jun, 2024",1,"FHP1208Z3M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black","LG 8 Kg, 5 Star, AI Direct Drive Technology, Steam & 6 Motion DD Fully-Automatic Front Load Washing Machine"
59,Worst Service From Amazon,"Initially received a defective product. Technician came to home 3 times to verify the product. After replacement received an opened product which was packed as new from outside but when opened the product was clearly visible as used and even the LG technician didn't inform that it's a repacked product. As it was a gift to my parents, they didn't know it's was repacked Product and neither LG or Amazon helped to resolve the issue.
Pathetic service from Amazon and LG","Apr, 2024",1,"FHP1208Z3M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black","LG 8 Kg, 5 Star, AI Direct Drive Technology, Steam & 6 Motion DD Fully-Automatic Front Load Washing Machine"
60,"Online item and shoroom items are very deferance for manufactories, not satisfaction this item.","I dont like, i very sad ur service.take return immediately.","Jul, 2024",1,"FHP1208Z3M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black","LG 8 Kg, 5 Star, AI Direct Drive Technology, Steam & 6 Motion DD Fully-Automatic Front Load Washing Machine"
61,During spin/ rinse some abnormal sound,"During spin/ rinse some abnormal sound need to improve, as witnessed by LG service vendor","Aug, 2023",3,"FHP1208Z3M, Intelligent & Convenient Fabric Care, Allergy Care, Middle Black","LG 8 Kg, 5 Star, AI Direct Drive Technology, Steam & 6 Motion DD Fully-Automatic Front Load Washing Machine"
